episode_id,timestep,candidate_core,task_id,task_power,task_duration,split,workload_type
4,2,0,4000000,2.8126744970975452,52,calibration,id
4,2,1,4000000,2.8126744970975452,52,calibration,id
4,2,2,4000000,2.8126744970975452,52,calibration,id
4,2,3,4000000,2.8126744970975452,52,calibration,id
4,2,4,4000000,2.8126744970975452,52,calibration,id
4,2,5,4000000,2.8126744970975452,52,calibration,id
4,2,6,4000000,2.8126744970975452,52,calibration,id
4,2,7,4000000,2.8126744970975452,52,calibration,id
4,2,8,4000000,2.8126744970975452,52,calibration,id
4,2,9,4000000,2.8126744970975452,52,calibration,id
4,2,10,4000000,2.8126744970975452,52,calibration,id
4,2,11,4000000,2.8126744970975452,52,calibration,id
4,2,12,4000000,2.8126744970975452,52,calibration,id
4,2,13,4000000,2.8126744970975452,52,calibration,id
4,2,14,4000000,2.8126744970975452,52,calibration,id
4,2,15,4000000,2.8126744970975452,52,calibration,id
4,4,0,4000001,2.5572265252473136,76,calibration,id
4,4,1,4000001,2.5572265252473136,76,calibration,id
4,4,2,4000001,2.5572265252473136,76,calibration,id
4,4,3,4000001,2.5572265252473136,76,calibration,id
4,4,4,4000001,2.5572265252473136,76,calibration,id
4,4,5,4000001,2.5572265252473136,76,calibration,id
4,4,6,4000001,2.5572265252473136,76,calibration,id
4,4,7,4000001,2.5572265252473136,76,calibration,id
4,4,8,4000001,2.5572265252473136,76,calibration,id
4,4,9,4000001,2.5572265252473136,76,calibration,id
4,4,10,4000001,2.5572265252473136,76,calibration,id
4,4,11,4000001,2.5572265252473136,76,calibration,id
4,4,12,4000001,2.5572265252473136,76,calibration,id
4,4,13,4000001,2.5572265252473136,76,calibration,id
4,4,14,4000001,2.5572265252473136,76,calibration,id
4,4,15,4000001,2.5572265252473136,76,calibration,id
4,7,0,4000002,2.5646571928823003,78,calibration,id
4,7,1,4000002,2.5646571928823003,78,calibration,id
4,7,2,4000002,2.5646571928823003,78,calibration,id
4,7,3,4000002,2.5646571928823003,78,calibration,id
4,7,4,4000002,2.5646571928823003,78,calibration,id
4,7,5,4000002,2.5646571928823003,78,calibration,id
4,7,6,4000002,2.5646571928823003,78,calibration,id
4,7,7,4000002,2.5646571928823003,78,calibration,id
4,7,8,4000002,2.5646571928823003,78,calibration,id
4,7,9,4000002,2.5646571928823003,78,calibration,id
4,7,10,4000002,2.5646571928823003,78,calibration,id
4,7,11,4000002,2.5646571928823003,78,calibration,id
4,7,12,4000002,2.5646571928823003,78,calibration,id
4,7,13,4000002,2.5646571928823003,78,calibration,id
4,7,14,4000002,2.5646571928823003,78,calibration,id
4,7,15,4000002,2.5646571928823003,78,calibration,id
4,10,0,4000003,2.110546064332444,30,calibration,id
4,10,1,4000003,2.110546064332444,30,calibration,id
4,10,2,4000003,2.110546064332444,30,calibration,id
4,10,3,4000003,2.110546064332444,30,calibration,id
4,10,4,4000003,2.110546064332444,30,calibration,id
4,10,5,4000003,2.110546064332444,30,calibration,id
4,10,6,4000003,2.110546064332444,30,calibration,id
4,10,7,4000003,2.110546064332444,30,calibration,id
4,10,8,4000003,2.110546064332444,30,calibration,id
4,10,9,4000003,2.110546064332444,30,calibration,id
4,10,10,4000003,2.110546064332444,30,calibration,id
4,10,11,4000003,2.110546064332444,30,calibration,id
4,10,12,4000003,2.110546064332444,30,calibration,id
4,10,13,4000003,2.110546064332444,30,calibration,id
4,10,14,4000003,2.110546064332444,30,calibration,id
4,10,15,4000003,2.110546064332444,30,calibration,id
4,12,0,4000004,3.36291294431598,98,calibration,id
4,12,1,4000004,3.36291294431598,98,calibration,id
4,12,2,4000004,3.36291294431598,98,calibration,id
4,12,3,4000004,3.36291294431598,98,calibration,id
4,12,4,4000004,3.36291294431598,98,calibration,id
4,12,5,4000004,3.36291294431598,98,calibration,id
4,12,6,4000004,3.36291294431598,98,calibration,id
4,12,7,4000004,3.36291294431598,98,calibration,id
4,12,8,4000004,3.36291294431598,98,calibration,id
4,12,9,4000004,3.36291294431598,98,calibration,id
4,12,10,4000004,3.36291294431598,98,calibration,id
4,12,11,4000004,3.36291294431598,98,calibration,id
4,12,12,4000004,3.36291294431598,98,calibration,id
4,12,13,4000004,3.36291294431598,98,calibration,id
4,12,14,4000004,3.36291294431598,98,calibration,id
4,12,15,4000004,3.36291294431598,98,calibration,id
4,13,0,4000005,1.2504074375315832,65,calibration,id
4,13,1,4000005,1.2504074375315832,65,calibration,id
4,13,2,4000005,1.2504074375315832,65,calibration,id
4,13,3,4000005,1.2504074375315832,65,calibration,id
4,13,4,4000005,1.2504074375315832,65,calibration,id
4,13,5,4000005,1.2504074375315832,65,calibration,id
4,13,6,4000005,1.2504074375315832,65,calibration,id
4,13,7,4000005,1.2504074375315832,65,calibration,id
4,13,8,4000005,1.2504074375315832,65,calibration,id
4,13,9,4000005,1.2504074375315832,65,calibration,id
4,13,10,4000005,1.2504074375315832,65,calibration,id
4,13,11,4000005,1.2504074375315832,65,calibration,id
4,13,12,4000005,1.2504074375315832,65,calibration,id
4,13,13,4000005,1.2504074375315832,65,calibration,id
4,13,14,4000005,1.2504074375315832,65,calibration,id
4,13,15,4000005,1.2504074375315832,65,calibration,id
4,13,0,4000006,1.9555562823859747,47,calibration,id
4,13,1,4000006,1.9555562823859747,47,calibration,id
4,13,2,4000006,1.9555562823859747,47,calibration,id
4,13,3,4000006,1.9555562823859747,47,calibration,id
4,13,4,4000006,1.9555562823859747,47,calibration,id
4,13,5,4000006,1.9555562823859747,47,calibration,id
4,13,6,4000006,1.9555562823859747,47,calibration,id
4,13,7,4000006,1.9555562823859747,47,calibration,id
4,13,8,4000006,1.9555562823859747,47,calibration,id
4,13,9,4000006,1.9555562823859747,47,calibration,id
4,13,10,4000006,1.9555562823859747,47,calibration,id
4,13,11,4000006,1.9555562823859747,47,calibration,id
4,13,12,4000006,1.9555562823859747,47,calibration,id
4,13,13,4000006,1.9555562823859747,47,calibration,id
4,13,14,4000006,1.9555562823859747,47,calibration,id
4,13,15,4000006,1.9555562823859747,47,calibration,id
4,16,0,4000007,3.541178853804271,37,calibration,id
4,16,1,4000007,3.541178853804271,37,calibration,id
4,16,2,4000007,3.541178853804271,37,calibration,id
4,16,3,4000007,3.541178853804271,37,calibration,id
4,16,4,4000007,3.541178853804271,37,calibration,id
4,16,5,4000007,3.541178853804271,37,calibration,id
4,16,6,4000007,3.541178853804271,37,calibration,id
4,16,7,4000007,3.541178853804271,37,calibration,id
4,16,8,4000007,3.541178853804271,37,calibration,id
4,16,9,4000007,3.541178853804271,37,calibration,id
4,16,10,4000007,3.541178853804271,37,calibration,id
4,16,11,4000007,3.541178853804271,37,calibration,id
4,16,12,4000007,3.541178853804271,37,calibration,id
4,16,13,4000007,3.541178853804271,37,calibration,id
4,16,14,4000007,3.541178853804271,37,calibration,id
4,16,15,4000007,3.541178853804271,37,calibration,id
4,17,0,4000008,2.678087000231197,72,calibration,id
4,17,1,4000008,2.678087000231197,72,calibration,id
4,17,2,4000008,2.678087000231197,72,calibration,id
4,17,3,4000008,2.678087000231197,72,calibration,id
4,17,4,4000008,2.678087000231197,72,calibration,id
4,17,5,4000008,2.678087000231197,72,calibration,id
4,17,6,4000008,2.678087000231197,72,calibration,id
4,17,7,4000008,2.678087000231197,72,calibration,id
4,17,8,4000008,2.678087000231197,72,calibration,id
4,17,9,4000008,2.678087000231197,72,calibration,id
4,17,10,4000008,2.678087000231197,72,calibration,id
4,17,11,4000008,2.678087000231197,72,calibration,id
4,17,12,4000008,2.678087000231197,72,calibration,id
4,17,13,4000008,2.678087000231197,72,calibration,id
4,17,14,4000008,2.678087000231197,72,calibration,id
4,17,15,4000008,2.678087000231197,72,calibration,id
4,17,0,4000009,2.1833423295622127,62,calibration,id
4,17,1,4000009,2.1833423295622127,62,calibration,id
4,17,2,4000009,2.1833423295622127,62,calibration,id
4,17,3,4000009,2.1833423295622127,62,calibration,id
4,17,4,4000009,2.1833423295622127,62,calibration,id
4,17,5,4000009,2.1833423295622127,62,calibration,id
4,17,6,4000009,2.1833423295622127,62,calibration,id
4,17,7,4000009,2.1833423295622127,62,calibration,id
4,17,8,4000009,2.1833423295622127,62,calibration,id
4,17,9,4000009,2.1833423295622127,62,calibration,id
4,17,10,4000009,2.1833423295622127,62,calibration,id
4,17,11,4000009,2.1833423295622127,62,calibration,id
4,17,12,4000009,2.1833423295622127,62,calibration,id
4,17,13,4000009,2.1833423295622127,62,calibration,id
4,17,14,4000009,2.1833423295622127,62,calibration,id
4,17,15,4000009,2.1833423295622127,62,calibration,id
4,18,0,4000010,1.0402907246548756,25,calibration,id
4,18,1,4000010,1.0402907246548756,25,calibration,id
4,18,2,4000010,1.0402907246548756,25,calibration,id
4,18,3,4000010,1.0402907246548756,25,calibration,id
4,18,4,4000010,1.0402907246548756,25,calibration,id
4,18,5,4000010,1.0402907246548756,25,calibration,id
4,18,6,4000010,1.0402907246548756,25,calibration,id
4,18,7,4000010,1.0402907246548756,25,calibration,id
4,18,8,4000010,1.0402907246548756,25,calibration,id
4,18,9,4000010,1.0402907246548756,25,calibration,id
