episode_id,timestep,candidate_core,task_id,task_power,task_duration,split,workload_type
4,4,0,4000000,0.9585467427905958,15,calibration,id
4,4,1,4000000,0.9585467427905958,15,calibration,id
4,4,2,4000000,0.9585467427905958,15,calibration,id
4,4,3,4000000,0.9585467427905958,15,calibration,id
4,4,4,4000000,0.9585467427905958,15,calibration,id
4,4,5,4000000,0.9585467427905958,15,calibration,id
4,4,6,4000000,0.9585467427905958,15,calibration,id
4,4,7,4000000,0.9585467427905958,15,calibration,id
4,4,8,4000000,0.9585467427905958,15,calibration,id
4,4,9,4000000,0.9585467427905958,15,calibration,id
4,4,10,4000000,0.9585467427905958,15,calibration,id
4,4,11,4000000,0.9585467427905958,15,calibration,id
4,4,12,4000000,0.9585467427905958,15,calibration,id
4,4,13,4000000,0.9585467427905958,15,calibration,id
4,4,14,4000000,0.9585467427905958,15,calibration,id
4,4,15,4000000,0.9585467427905958,15,calibration,id
4,11,0,4000001,0.7262078532551683,17,calibration,id
4,11,1,4000001,0.7262078532551683,17,calibration,id
4,11,2,4000001,0.7262078532551683,17,calibration,id
4,11,3,4000001,0.7262078532551683,17,calibration,id
4,11,4,4000001,0.7262078532551683,17,calibration,id
4,11,5,4000001,0.7262078532551683,17,calibration,id
4,11,6,4000001,0.7262078532551683,17,calibration,id
4,11,7,4000001,0.7262078532551683,17,calibration,id
4,11,8,4000001,0.7262078532551683,17,calibration,id
4,11,9,4000001,0.7262078532551683,17,calibration,id
4,11,10,4000001,0.7262078532551683,17,calibration,id
4,11,11,4000001,0.7262078532551683,17,calibration,id
4,11,12,4000001,0.7262078532551683,17,calibration,id
4,11,13,4000001,0.7262078532551683,17,calibration,id
4,11,14,4000001,0.7262078532551683,17,calibration,id
4,11,15,4000001,0.7262078532551683,17,calibration,id
4,17,0,4000002,0.5903922290676279,13,calibration,id
4,17,1,4000002,0.5903922290676279,13,calibration,id
4,17,2,4000002,0.5903922290676279,13,calibration,id
4,17,3,4000002,0.5903922290676279,13,calibration,id
4,17,4,4000002,0.5903922290676279,13,calibration,id
4,17,5,4000002,0.5903922290676279,13,calibration,id
4,17,6,4000002,0.5903922290676279,13,calibration,id
4,17,7,4000002,0.5903922290676279,13,calibration,id
4,17,8,4000002,0.5903922290676279,13,calibration,id
4,17,9,4000002,0.5903922290676279,13,calibration,id
4,17,10,4000002,0.5903922290676279,13,calibration,id
4,17,11,4000002,0.5903922290676279,13,calibration,id
4,17,12,4000002,0.5903922290676279,13,calibration,id
4,17,13,4000002,0.5903922290676279,13,calibration,id
4,17,14,4000002,0.5903922290676279,13,calibration,id
4,17,15,4000002,0.5903922290676279,13,calibration,id
4,24,0,4000003,0.9858338253250081,11,calibration,id
4,24,1,4000003,0.9858338253250081,11,calibration,id
4,24,2,4000003,0.9858338253250081,11,calibration,id
4,24,3,4000003,0.9858338253250081,11,calibration,id
4,24,4,4000003,0.9858338253250081,11,calibration,id
4,24,5,4000003,0.9858338253250081,11,calibration,id
4,24,6,4000003,0.9858338253250081,11,calibration,id
4,24,7,4000003,0.9858338253250081,11,calibration,id
4,24,8,4000003,0.9858338253250081,11,calibration,id
4,24,9,4000003,0.9858338253250081,11,calibration,id
4,24,10,4000003,0.9858338253250081,11,calibration,id
4,24,11,4000003,0.9858338253250081,11,calibration,id
4,24,12,4000003,0.9858338253250081,11,calibration,id
4,24,13,4000003,0.9858338253250081,11,calibration,id
4,24,14,4000003,0.9858338253250081,11,calibration,id
4,24,15,4000003,0.9858338253250081,11,calibration,id
4,25,0,4000004,3.0571935857418,82,calibration,id
4,25,1,4000004,3.0571935857418,82,calibration,id
4,25,2,4000004,3.0571935857418,82,calibration,id
4,25,3,4000004,3.0571935857418,82,calibration,id
4,25,4,4000004,3.0571935857418,82,calibration,id
4,25,5,4000004,3.0571935857418,82,calibration,id
4,25,6,4000004,3.0571935857418,82,calibration,id
4,25,7,4000004,3.0571935857418,82,calibration,id
4,25,8,4000004,3.0571935857418,82,calibration,id
4,25,9,4000004,3.0571935857418,82,calibration,id
4,25,10,4000004,3.0571935857418,82,calibration,id
4,25,11,4000004,3.0571935857418,82,calibration,id
4,25,12,4000004,3.0571935857418,82,calibration,id
4,25,13,4000004,3.0571935857418,82,calibration,id
4,25,14,4000004,3.0571935857418,82,calibration,id
4,25,15,4000004,3.0571935857418,82,calibration,id
4,27,0,4000005,0.6154312165735913,27,calibration,id
4,27,1,4000005,0.6154312165735913,27,calibration,id
4,27,2,4000005,0.6154312165735913,27,calibration,id
4,27,3,4000005,0.6154312165735913,27,calibration,id
4,27,4,4000005,0.6154312165735913,27,calibration,id
4,27,5,4000005,0.6154312165735913,27,calibration,id
4,27,6,4000005,0.6154312165735913,27,calibration,id
4,27,7,4000005,0.6154312165735913,27,calibration,id
4,27,8,4000005,0.6154312165735913,27,calibration,id
4,27,9,4000005,0.6154312165735913,27,calibration,id
4,27,10,4000005,0.6154312165735913,27,calibration,id
4,27,11,4000005,0.6154312165735913,27,calibration,id
4,27,12,4000005,0.6154312165735913,27,calibration,id
4,27,13,4000005,0.6154312165735913,27,calibration,id
4,27,14,4000005,0.6154312165735913,27,calibration,id
4,27,15,4000005,0.6154312165735913,27,calibration,id
4,30,0,4000006,0.5432052568260697,10,calibration,id
4,30,1,4000006,0.5432052568260697,10,calibration,id
4,30,2,4000006,0.5432052568260697,10,calibration,id
4,30,3,4000006,0.5432052568260697,10,calibration,id
4,30,4,4000006,0.5432052568260697,10,calibration,id
4,30,5,4000006,0.5432052568260697,10,calibration,id
4,30,6,4000006,0.5432052568260697,10,calibration,id
4,30,7,4000006,0.5432052568260697,10,calibration,id
4,30,8,4000006,0.5432052568260697,10,calibration,id
4,30,9,4000006,0.5432052568260697,10,calibration,id
4,30,10,4000006,0.5432052568260697,10,calibration,id
4,30,11,4000006,0.5432052568260697,10,calibration,id
4,30,12,4000006,0.5432052568260697,10,calibration,id
4,30,13,4000006,0.5432052568260697,10,calibration,id
4,30,14,4000006,0.5432052568260697,10,calibration,id
4,30,15,4000006,0.5432052568260697,10,calibration,id
4,35,0,4000007,0.8714038832995701,22,calibration,id
4,35,1,4000007,0.8714038832995701,22,calibration,id
4,35,2,4000007,0.8714038832995701,22,calibration,id
4,35,3,4000007,0.8714038832995701,22,calibration,id
4,35,4,4000007,0.8714038832995701,22,calibration,id
4,35,5,4000007,0.8714038832995701,22,calibration,id
4,35,6,4000007,0.8714038832995701,22,calibration,id
4,35,7,4000007,0.8714038832995701,22,calibration,id
4,35,8,4000007,0.8714038832995701,22,calibration,id
4,35,9,4000007,0.8714038832995701,22,calibration,id
4,35,10,4000007,0.8714038832995701,22,calibration,id
4,35,11,4000007,0.8714038832995701,22,calibration,id
4,35,12,4000007,0.8714038832995701,22,calibration,id
4,35,13,4000007,0.8714038832995701,22,calibration,id
4,35,14,4000007,0.8714038832995701,22,calibration,id
4,35,15,4000007,0.8714038832995701,22,calibration,id
4,36,0,4000008,1.2897496971098161,37,calibration,id
4,36,1,4000008,1.2897496971098161,37,calibration,id
4,36,2,4000008,1.2897496971098161,37,calibration,id
4,36,3,4000008,1.2897496971098161,37,calibration,id
4,36,4,4000008,1.2897496971098161,37,calibration,id
4,36,5,4000008,1.2897496971098161,37,calibration,id
4,36,6,4000008,1.2897496971098161,37,calibration,id
4,36,7,4000008,1.2897496971098161,37,calibration,id
4,36,8,4000008,1.2897496971098161,37,calibration,id
4,36,9,4000008,1.2897496971098161,37,calibration,id
4,36,10,4000008,1.2897496971098161,37,calibration,id
4,36,11,4000008,1.2897496971098161,37,calibration,id
4,36,12,4000008,1.2897496971098161,37,calibration,id
4,36,13,4000008,1.2897496971098161,37,calibration,id
4,36,14,4000008,1.2897496971098161,37,calibration,id
4,36,15,4000008,1.2897496971098161,37,calibration,id
4,38,0,4000009,1.9153628921767358,52,calibration,id
4,38,1,4000009,1.9153628921767358,52,calibration,id
4,38,2,4000009,1.9153628921767358,52,calibration,id
4,38,3,4000009,1.9153628921767358,52,calibration,id
4,38,4,4000009,1.9153628921767358,52,calibration,id
4,38,5,4000009,1.9153628921767358,52,calibration,id
4,38,6,4000009,1.9153628921767358,52,calibration,id
4,38,7,4000009,1.9153628921767358,52,calibration,id
4,38,8,4000009,1.9153628921767358,52,calibration,id
4,38,9,4000009,1.9153628921767358,52,calibration,id
4,38,10,4000009,1.9153628921767358,52,calibration,id
4,38,11,4000009,1.9153628921767358,52,calibration,id
4,38,12,4000009,1.9153628921767358,52,calibration,id
4,38,13,4000009,1.9153628921767358,52,calibration,id
4,38,14,4000009,1.9153628921767358,52,calibration,id
4,38,15,4000009,1.9153628921767358,52,calibration,id
4,41,0,4000010,0.920460047987137,23,calibration,id
